id,predicted_price
2591820310,387979.6811
7974200820,882289.5945
7701450110,1125891.223
9522300010,1710512.515
9510861140,725319.4856
1761300310,250922.0175
7732410120,831788.1385
7010701383,633628.6741
291310170,427891.8283
4232901990,582092.785
6840701125,592740.9602
3971700580,433397.3081
4202400078,246268.6838
6064800090,356461.0954
2626119028,243500.3706
3303980660,1062630.758
862000020,844880.2284
2386000070,967014.5147
1138000450,383716.6147
1775800420,481150.8744
2291401425,443586.1176
2025770560,990338.3273
3525069037,684772.0658
9324800450,521856.239
8080400136,508592.5327
8651540040,531416.8465
9407001790,262516.1933
1773101530,163405.442
9432900250,336346.6308
1794500695,605057.978
2220069003,361899.2887
923000120,462063.4565
5728000060,554782.565
16000200,254039.7568
1926059094,441539.0713
6672900220,1087359.813
3629860060,791506.3848
1822069109,422419.7325
6675500105,361971.4708
249000180,2015175.58
226059065,516946.4899
396100110,243205.9204
9264450460,314113.3706
7853361210,389564.5901
9474700020,303582.8409
421000455,233667.786
3755200220,407721.7361
7960100075,446340.7715
9477100490,390147.0249
9138100350,872647.8616
1624049275,477031.1969
2770606890,512603.1903
1157200189,415014.5068
2770601800,516323.4902
9301300805,603039.4421
2325069032,1183208.823
1021079099,357272.1905
7215730040,758769.6102
1853200080,433293.357
3224600340,711177.6364
3222049120,432572.0002
2113700025,264256.3445
7893207925,205434.3061
3586501085,566958.3934
8024200010,382848.3968
7116500705,173546.6014
1598600209,318278.6366
7204200025,977000.6577
4206901505,572011.988
2937300440,918189.0038
7205000180,305732.0851
8718500665,383119.8382
5318101765,935407.2813
4122700020,1079525.994
8078700020,520520.7501
3303980680,906802.4304
8924100372,1199984.946
2781270210,215805.4584
519000043,516306.3947
3225069301,1440834.919
151000075,813639.5169
2297400020,443429.7786
6617500085,598307.7968
104510180,239214.2675
3528900060,972215.7208
3345100286,523756.4229
1226039130,452425.383
8712100720,829503.9111
3037200010,371773.2335
3626039268,409728.8193
104510230,242144.6656
5112800060,419198.8694
6072400280,634605.947
5317100570,1108988.41
9528102993,476203.7726
2919201095,468925.758
6181400920,252656.3637
185000161,264363.6324
8691400010,745706.9708
3345700165,548551.8993
6151800486,238430.6493
4340000080,1349124.426
4136960010,580567.5692
3634100030,333319.4596
1624059224,1195101.447
2788400090,252958.9514
9828200762,454542.005
7524400250,575560.0981
3528000290,792421.5624
5700003630,2253907.697
2720069019,275439.3196
7227501170,251672.2302
2397101270,607897.8754
6792100090,722956.2811
2770602265,538068.8274
3971700937,295120.061
422049203,224362.8266
3076500830,356621.8068
1423400260,298493.5135
9161100795,436641.7923
3126049052,475321.544
5100401468,411515.8305
514500235,461171.3108
1423200170,204271.7492
1402100070,384447.2907
624110020,702457.7928
2407000145,209681.4607
1890000225,854572.4438
1320069271,309321.2904
5490700085,364469.7554
263000155,478753.6864
3726800201,462603.8052
5153200358,284912.9448
2725079018,839262.5729
7165700200,254819.9694
9429000170,571774.3911
8718500075,393835.2022
1760650950,299995.7538
1068000559,1156350.3
4113800500,583693.1521
4077800507,550743.2472
2725069150,733409.2184
4008400035,680316.7329
7016310270,421720.048
1432701230,230547.0686
3278606050,383567.7093
2473350710,387232.3677
2185000685,165995.8568
7792000025,363739.4703
6868200029,482634.8898
624069003,729055.5018
7431500280,875892.3046
3296000040,563813.6751
1118001215,1470829.093
6453900040,710437.0709
333100209,670662.881
34001765,653659.882
8946700100,421191.5444
5561401210,584773.3294
6671900095,366464.401
3275850020,686980.7289
3876300600,396892.3941
1450900020,275217.2574
8562780280,320515.2425
7663700973,338732.7761
2126049032,381426.2252
1823059159,174723.553
3438503426,261168.7707
9297301495,547580.8787
7140700850,373612.1331
7942601805,700202.1797
2555900030,353445.4879
2887970040,263534.7503
7419700010,630440.3111
2239000011,366508.461
9283800050,378751.7986
9407001340,273720.1994
217500140,510321.5516
7212660520,238654.6606
3298201170,344452.8887
3057000400,287033.2237
6865200444,471930.4084
6071600340,520140.1725
6821600005,703755.3575
1235100371,743971.7706
7796450340,345854.8303
3603000410,152088.5952
9297300255,585818.5465
9126100850,514103.1086
2770601462,471929.2521
2599001500,232006.5285
1102000095,621792.186
1853080640,959343.9538
9551201585,889924.9572
3438500796,305508.9754
7518504291,515418.3946
9269200340,432172.0078
715010130,1581830.795
1982201485,630477.754
9526500080,406903.8034
9277200180,451120.4218
6669150280,286775.7384
8917100153,587143.5315
3760500516,937350.9942
2725069050,924321.2894
3332000091,339513.9901
8562770080,587391.9339
8151601190,270633.0826
8563040160,602510.154
240000269,649192.1639
4307350200,321951.0662
1311910300,271817.5189
3574900030,508327.9997
7853230570,441614.8769
320069049,351331.4608
9839301060,604136.1484
7011201333,578565.4922
2781320100,280716.1263
3421069120,436472.3042
7852030320,485462.9887
5316101075,1888969.246
5309100750,522696.3415
629000730,718300.1441
511700170,299270.963
1562100030,563271.7672
2489200230,593276.5228
524069116,493536.2196
5315100737,1146101.271
1868900675,800759.0366
1608000120,335873.0412
705700240,371453.8043
7575600610,276703.149
1778500015,749964.5941
5423500240,197974.7484
6713700025,353985.859
2734100734,372270.8749
301402280,223230.6093
2113700205,288694.1911
4114601570,3794411.94
3332000615,324903.7247
3630050180,354445.6114
6852700520,497269.737
6870310010,677489.1634
6163900981,301401.9025
393000142,399614.6522
1771100130,342207.7064
1442860160,418305.1697
9191200435,604539.645
6788200800,1013621.256
1115300070,722163.9984
3176600105,743519.8153
2770604665,560140.426
5469500580,413577.0055
5680000545,435841.2778
3424089119,577974.077
1328300180,331665.0215
1773100922,364223.8097
4123830480,332969.0535
9808610190,1135843.14
4250200140,309624.9626
4217402115,4462643.523
3831250350,368414.7415
2397101055,815650.3768
6817850110,833364.1867
7526800200,620040.408
7853370100,604720.6035
2523089025,958022.6289
9476200680,254834.3482
5714200140,421132.8508
3575304895,533277.7807
263000018,402470.7053
8080400177,471016.4097
6450304130,325626.1131
514500090,607465.0604
9477000300,446884.1766
853600310,1449163.939
1951600240,189756.9436
1099900120,362009.004
5323100120,579884.9754
1223089016,435010.0107
522059172,237259.9889
1930300190,699265.6175
9542840410,323166.6368
8665050530,508711.0987
5592900205,386767.4139
5450300010,654695.1773
2459960030,344558.3074
3331500455,557082.2289
3432500705,409969.5681
3702900165,321946.3558
5249803550,561592.3209
626049058,424119.3761
1788900380,180445.6027
8075400360,218305.8756
9113200250,719380.2229
2738640040,636621.8956
7821200307,469718.4778
3530440140,238045.7996
3582700130,457721.8971
9276200569,743359.4976
7197800020,604151.5003
686200490,520357.7575
3501600100,395583.9981
6383000690,622239.9893
7604400150,352896.7617
5249801411,691837.5881
2607720420,444302.8947
9561100010,396259.377
1796370590,251437.7087
4077800593,397618.1711
854000165,244634.0163
5536100010,784463.9542
4188000670,785489.8533
31000165,1488574.341
662350050,953424.1996
4137000280,308537.7038
6169901130,1007796.745
1953400510,240990.5386
7518506716,1073555.816
1552520010,391282.5754
7955080270,318955.1826
9212900100,530305.2212
3438500798,305508.9754
7899800890,200428.7594
4319200605,524749.4021
1329300480,381183.935
8935100100,839209.7524
5016001260,444776.3458
4337600280,345813.8875
1446401220,181683.9366
7135521530,599983.5926
6888900115,241412.5526
2413301070,296329.0799
345700040,277788.7883
5566100145,458252.4224
7634800070,408559.4464
9346910500,643683.6984
3529300060,325052.0171
8128600060,1059038.118
8572900275,197327.2304
4139420590,1408052.282
9274200322,610605.6835
1472700200,602830.7846
8820903380,590911.2008
8563010130,893816.5047
8965450110,832218.9823
9274204230,529720.9424
8165501700,327452.0897
2193340260,543296.6312
1860600290,855234.5655
1222000055,210594.4624
2492200280,448744.8286
2488200455,356162.4139
809001520,1260510.964
1796361140,239509.3732
6398000011,786095.3319
6813600365,576727.1591
7504100920,794529.7227
8835770330,706877.4609
524059322,933989.2319
4307330280,389582.3937
1245002952,1126562.297
2021069059,262966.7639
5700000595,663016.017
3629970930,759818.0068
3336002215,258290.0695
5100401060,612726.8621
3278600750,294425.0084
1126069045,1226003.012
7568700175,315805.9455
452001475,497117.2648
9283800230,522976.8772
1737300130,518217.9865
6189600040,496417.8085
3679400025,555930.0088
1096100010,327270.1051
9513900050,252091.3493
5452800645,724040.6941
273800100,231075.2238
7228500037,446414.0908
808300090,487047.9049
2493200215,582115.2843
5035300255,629025.8046
3380900160,375749.3164
3630000130,426621.0601
7300400670,321258.7847
6798100070,360265.3454
8078400010,543221.6528
5566100060,516125.6518
2768200212,521131.698
4035900060,552139.4865
9460000110,324399.2894
7199320190,553102.3991
2225039081,503902.3219
9512200050,601752.9688
2634500085,320358.4048
3654800200,286683.8592
2724079090,1210759.111
2597520720,767672.0589
3034200426,388206.3472
984000130,319642.0796
7852020670,430041.7129
7923500060,714918.7257
2310030510,296971.4552
2205500540,475515.4207
2493200015,428149.109
7853361420,582631.2564
5652600605,545464.049
5285200020,300027.5259
9406530150,369956.9026
5706300020,471718.5352
3278602490,432182.3203
7197000100,540645.4996
4447300008,554989.7181
7899800045,209534.9959
9250900095,321126.189
9268851740,591779.3919
8682261440,531591.0761
7284900385,867754.2767
8079040300,444388.494
2225300585,383751.2847
3223039013,459906.4635
2013801350,267969.6097
4055701110,801110.0797
3578401770,454307.6579
4046500720,552433.8422
6145601745,356692.9571
5207200195,687833.2615
1972201856,543893.4988
7212680080,255886.436
7277100510,578141.9418
522079022,550729.4469
5605000440,907112.2995
6632300230,365633.5706
8815400165,634300.4949
6708200320,488053.6514
2426059076,619932.6166
3260200200,573487.9301
2770601741,472224.3237
4338800500,274507.8855
9201000320,735149.8087
7655900038,337968.2656
3625059140,542405.4728
4222310010,211790.0709
2114700115,323705.1577
3291800710,327777.2463
9406590010,419219.8805
3025059124,3237340.824
7972601250,388595.0319
930000470,869011.6173
6690500060,485631.8076
16000015,194646.6234
5693501102,562985.6743
8079040490,455994.0744
7225000155,313916.6947
8819900170,839163.457
7972601270,327691.3891
1224069074,861844.8735
5126900321,373602.6529
3438501860,267074.2568
2822069080,452634.5511
1656600310,578198.6486
3856900507,1204021.792
1626069139,478784.2961
2524049257,1244209.56
3904960150,555009.2773
7214820610,449870.2714
7977201845,602470.4944
2428100080,870714.7627
2202500135,423812.248
1523550220,658189.9784
2313900610,443077.3696
4123840050,381928.6946
2125059124,1082754.929
1225039067,475711.5794
6431500283,450679.0252
2473380010,306946.2733
5694501195,399779.7709
2881700046,356996.3918
6837820330,321835.6755
2337300370,198802.8527
3876540630,223728.0837
626059317,368591.2256
3374500520,322646.262
7228501903,354223.4707
4019300051,517970.11
4232902615,621115.1076
3546000090,257446.2411
8127700215,774375.9633
3438501100,365651.3448
1769600066,819121.7562
8146100610,646665.6355
3052700695,551559.0086
7954310210,616028.5483
3761700053,1962034.812
1320069179,342085.5176
1331900410,730433.3574
7303100210,367788.6495
2464400285,478316.7702
6163901150,362903.3333
8955800045,346613.346
2314300200,424125.3777
9528104360,396431.1297
4177100005,586825.0284
8856960260,328311.2471
1828001220,622788.102
3066400710,674738.2756
624110610,920421.556
4040800260,404571.552
5019500215,530872.2272
2481630180,1046870.052
7203170190,690787.8886
510001280,891989.9272
9430110120,768586.1219
1565950030,340585.9351
9828202255,837669.3788
3878900270,448149.3981
8091600080,226266.2257
1112000035,278802.5995
2228900270,285330.6267
6648701740,281501.3897
1245003740,724867.648
2174503441,624281.7754
7708250010,318328.0291
6072300110,595794.078
2329800140,258501.9724
1494300040,540291.1898
3832050130,271482.6048
7203100730,935834.577
7199330170,476299.7363
7785000220,704115.3599
1250201175,426564.3259
4054500180,1033912.164
7905200061,432829.2899
3751604895,198810.4246
5220300140,285494.3397
3323059027,337413.0841
8651611980,903445.1164
8673400190,542794.653
1668500100,843281.8382
1023059365,560492.1644
3308030060,334864.3528
4232400860,862715.7188
2144800615,246236.942
1568100920,1541982.987
9406510040,498336.1072
2923049421,335264.9976
1051000040,1701058.366
2077700042,724544.3142
9423800030,265108.6366
9818700455,631871.8745
7133300675,381075.6936
4113800550,590301.091
5553300375,1527410.567
2025701530,289942.1369
7942601155,463560.9383
7524300020,293775.4454
2520069100,300878.9844
5412300410,215351.5354
7504110760,734283.4113
2594200350,429407.5589
2722059013,247721.641
8078430480,556638.5188
1423069162,545527.0624
8856001090,168327.4429
7000100631,746018.4891
4222200280,227375.1878
7971300050,608334.7674
2009001600,223758.1822
6619910140,631837.1614
2877100985,520857.0729
1196000007,320456.046
1330850130,770530.6145
6664900410,267307.2143
1231001110,270155.8431
9235900030,272192.7261
9407101840,341349.3173
9523103001,427714.7926
2149800278,331536.8098
7234601198,600012.5353
9476700035,412912.245
9297301065,634797.8336
518500700,775818.4176
7843500090,319184.683
6056110780,298202.0409
2345700260,336069.5922
3509600070,229532.3809
1431700280,367251.1362
1623049174,253166.82
3024089049,310563.0543
7853340450,385940.8351
7732410360,781305.8537
1446800995,308095.1093
2946000285,230163.9145
425079100,507881.1011
3876313040,462135.1983
